pubDate,title,link,originallink,press,collected_at,search_keyword,description
2026-01-13 10:00:00,[새전북이 만난 사람]국회·청와대 두루 거친 전략통… 짧은 임기 속 안...,http://sjbnews.com/news/news.php?number=869298,http://sjbnews.com/news/news.php?number=869298,,2026-01-13 19:10:02,우원식,"#1 한병도 더불어민주당 새 원내대표는 12일 <b>우원식</b> 국회의장에 이어 우상호 청와대 정무수석 접견, 송언석 국민의힘 원내대표를 예방 하는 등 본격적인 항해를 시작했다. 전북출신 의원이 원내 사령탑에 오른 것은 2009년... "
2026-01-13 10:00:00,"&quot;올림픽,?국민께 기쁨과 위로,?용기 전하는 무대…국회가 적극 지원&quot;",http://sjbnews.com/news/news.php?number=869299,http://sjbnews.com/news/news.php?number=869299,,2026-01-13 19:10:02,우원식,<b>우원식</b> 국회의장은?12일 오후 충북 진천군 소재 국가대표선수촌을 방문해 밀라노·코르티나 동계올림픽에 참가하는 국가대표 선수단을 격려했다. 우 의장은?&quot;오늘 선수촌에서 직접?2026년 밀라노·코르티나 동계올림픽을... 
2026-01-13 10:00:00,장동혁·이준석 &quot;15일 본회의 종합특검법 상정 불가&quot; 우의장 압박,https://n.news.naver.com/mnews/article/001/0015845086?sid=100,https://www.yna.co.kr/view/AKR20260113150700001?input=1195m,,2026-01-13 19:10:02,우원식,禹 &quot;여야 교섭단체·여러 구성원 함께 논의해 진행&quot; 김치연 조다운 오규진 기자 = 국민의힘 장동혁 대표와 개혁신당 이준석 대표는 13일 <b>우원식</b> 국회의장을 찾아 여당이 추진하는 2차 종합특검법안을 15일 본회의에 상정하지... 
2026-01-13 09:53:00,"장동혁·이준석, 국회의장 항의 방문...&quot;필리버스터보다 강력 방법 강구...",https://n.news.naver.com/mnews/article/052/0002300163?sid=100,https://www.ytn.co.kr/_ln/0101_202601131853198538,,2026-01-13 19:10:02,우원식,모레(15일) 국회 본회의를 앞두고 국민의힘 장동혁 대표와 개혁신당 이준석 대표가 <b>우원식</b> 국회의장을 찾아가 '2차 종합특검' 등 여당의 일방적인 법안 처리 저지를 당부했습니다. 장 대표는 비공개 회동 뒤 기자들과 만나... 
2026-01-13 09:52:00,"장동혁-이준석, 우 의장 만나...&quot;2차 종합특검 본회의 상정 반대&quot;",https://www.ajunews.com/view/20260113171830070,https://www.ajunews.com/view/20260113171830070,,2026-01-13 19:10:02,우원식,"&quot;법원행정처도 우려...신천지 특검, 통일교 물타기&quot; 아주경제=이다희 기자 qhsfid70@ajunews.com <b>우원식</b> 국회의장이... [사진=연합뉴스] 장동혁 국민의힘 대표와 이준석 개혁신당 대표가 13일 <b>우원식</b> 국회의장을 만나 여당이... "
2026-01-13 09:50:00,"특검 핑계로 손잡은 이준석-장동혁, 본심은 ‘반 이재명 지방선거’",https://n.news.naver.com/mnews/article/028/0002786256?sid=100,https://www.hani.co.kr/arti/politics/politics_general/1239523.html,,2026-01-13 19:10:02,우원식,두 사람은 이날 오후 <b>우원식</b> 국회의장을 함께 찾아가 “15일 본회의에서 민주당이 일방적으로 처리하는 법안만 올라가지 않게 의장이 말한 말씀의 무게를 보여주면 좋겠다”고 촉구했다. 이번 회동은 지난 11일 이 대표가... 
2026-01-13 09:50:00,"장동혁·이준석, 국회의장 만나 “15일 2차 특검 상정 안돼”",https://n.news.naver.com/mnews/article/366/0001135979?sid=100,https://biz.chosun.com/policy/politics/2026/01/13/OKWCGQ2CVRANBG7NC3MO633VBM/?utm_source=naver&utm_medium=original&utm_campaign=biz,,2026-01-13 19:10:02,우원식,장동혁 국민의힘 대표와 이준석 개혁신당 대표가 13일 <b>우원식</b> 국회의장을 찾아가 더불어민주당이 추진하는 2차 종합특검법을 상정하지 말 것을 촉구했다. 장 대표와 이 대표는 이날 오후 우 의장을 접견한 뒤 기자들과... 
2026-01-13 09:50:00,중소기업인 신년 인사회… '대도약·대중소기업 상생' 다짐,https://n.news.naver.com/mnews/article/469/0000908753?sid=101,https://www.hankookilbo.com/News/Read/A2026011316360000109?did=NA,,2026-01-13 19:10:02,우원식,"국회에서는 <b>우원식</b> 의장을 비롯해 정청래 더불어민주당 대표, 장동혁 국민의힘 대표, 조국 조국혁신당 대표 등이 참석했다. 정부 측에서는 한성숙 중소벤처기업부 장관, 김영훈 고용노동부 장관, 김지형... "
2026-01-13 09:48:00,연대 물꼬 튼 보수야당,https://n.news.naver.com/mnews/article/005/0001825938?sid=100,https://www.kmib.co.kr/article/view.asp?arcid=1768295251&code=11121100&cp=nv,,2026-01-13 19:10:02,우원식,"맞서 싸우라는 것”이라고, 장 대표는 “야당이 야당 역할을 제대로 못 하면 국민을 배신하는 것”이라고 강조했다. 두 대표는 2차 종합특검법 등 민주당의 일방적 법안 처리 항의 차원에서 <b>우원식</b> 국회의장도 함께 접견했다."
2026-01-13 09:46:00,"<b>우원식</b> 의장, 페루 친선협회장 만나 '인프라 사업 韓 기업 지속 참여' 요...",https://www.newspim.com/news/view/20260113001156,https://www.newspim.com/news/view/20260113001156,,2026-01-13 19:10:02,우원식,<b>우원식</b> 국회의장은 13일 빅토르 플로레스 페루-한 친선협회장과 만나 &quot;페루의 인프라 사업에 한국 기업들이... <b>우원식</b> 국회의장이 13일 오후 서울 여의도 국회 의장집무실에서 빅토르 플로레스 페루-한 친선협회장 등 페루... 
